NDC,カテゴリー
329.2,法律 国際法 国際法の客体 人 領域 公海 国際管轄法
329.3,法律 国際法 国際団体法 国際機関法
329.4,法律 国際法 国際条約
329.5,法律 国際法 国際紛争の処理
329.6,法律 国際法 戦時国際法 戦争法
329.7,法律 国際法 国際刑法 国際警察
329.8,法律 国際法 国際私法
329.9,法律 国際法 国籍法 外国人法
330.6,経済 団体
331.1,経済哲学
331.2,経済学説史 経済思想史
331.3,経済学・経済思想 古典学派前史
331.4,経済学・経済思想 古典学派[正統学派]
331.5,経済学・経済思想 歴史学派
331.6,経済学・経済思想 社会主義学派 マルクス経済学派
331.7,経済学・経済思想 近代経済学派 近代理論
331.8,経済各論
332.1,経済史・事情・経済体制 日本
332.2,経済史・事情・経済体制 アジア・東洋
332.3,経済史・事情・経済体制 ヨーロッパ
332.4,経済史・事情・経済体制 アフリカ
332.5,経済史・事情・経済体制 北アメリカ
332.6,経済史・事情・経済体制 南アメリカ
332.7,経済史・事情・経済体制 オセアニア・南極地方
332.8,経済人 実業家 財界人
332.9,経済地理
333.1,経済計画 計画経済
333.2,経済政策・国際経済 統制経済 管理経済
333.3,経済政策・国際経済 戦争経済
333.4,経済政策・国際経済 アウタルキー[自給自足経済]
333.5,経済政策・国際経済 国土計画 地域計画[総合開発]
333.6,経済政策・国際経済 国際経済
333.7,経済統合 経済ブロック
333.8,経済協力 経済援助
333.9,経済政策・国際経済 貿易
334.1,経済 人口・土地・資源 人口理論
334.2,経済 人口・土地・資源 人口史 人口統計 人口構成 人口密度
334.3,経済 人口・土地・資源 人口問題 人口政策
334.4,経済 人口・土地・資源 移民[来住民]・難民問題 移民[来住民]・難民政策
334.5,経済 人口・土地・資源 移民[流出民]・植民問題 植民政策
334.6,経済 人口・土地・資源 土地 土地経済 地価 土地行政 土地法
334.7,経済 人口・土地・資源 資源 資源行政 資源法
335.1,経済 企業・経営 経営学
335.2,経済 企業・経営 経営史・事情
335.3,経済 企業・経営 企業構造 産業組織 企業形態
335.4,経済 企業・経営 私企業 会社
335.5,経済 企業・経営 企業集中[企業結合] 独占
335.6,経済 企業・経営 協同組合 産業組合
335.7,経済 企業・経営 官業 公企業 独立行政法人
335.8,経済 企業・経営 公益企業
335.89,経済 企業・経営 NPO[特定非営利活動法人]
335.9,経済 企業・経営 社会主義企業
336.1,経済 経営管理 経営政策 経営計画
336.2,経済 経営管理 合理化 生産性 能率
336.3,経済 経営管理 経営組織 管理組織
336.4,経済 経営管理 人事管理 労務管理 人間関係 ビジネスマナー 提案制度
336.5,経済 経営管理 事務管理
336.6,経済 経営管理 生産管理 生産工学 管理工学
336.7,経済 経営管理 営業管理[業務管理] 商業経営 商店
336.71,経済 経営管理 商品管理 仕入 商品学 商品包装
336.72,経済 経営管理 販売管理 セールスマンシップ 販売促進
336.73,経済 経営管理 商店 商店経営 商店街
336.74,経済 経営管理 広告 宣伝 PR
336.75,経済 経営管理 マーケティング
336.76,経済 経営管理 商品化 商品計画
336.77,経済 経営管理 販売経路 商品流通機構 配給組織
336.78,経済 経営管理 卸売市場[中央卸売市場]
336.79,経済 経営管理 取引所 商品取引所
336.8,経済 経営管理 財務管理 経営財務
336.9,経済 経営管理 財務会計[企業会計] 会計学
337.1,経済 貨幣・通貨 貨幣理論・学説・思想
337.2,経済 貨幣・通貨 貨幣史・事情 貨幣制度 各国の通貨
337.3,経済 貨幣・通貨 通貨政策 通貨問題 幣制改革
337.4,経済 貨幣・通貨 紙幣 銀行券
337.8,経済 貨幣・通貨 物価
337.9,経済 貨幣・通貨 景気変動
338.1,経済 金融・銀行・信託 金融市場 資金
338.2,経済 金融・銀行・信託 金融史・事情 銀行史・事情
338.3,経済 金融・銀行・信託 金融・銀行政策 金融統制
338.4,経済 金融・銀行・信託 発券銀行 中央銀行
338.5,経済 金融・銀行・信託 銀行経営 銀行業務
338.6,経済 金融・銀行・信託 各種の金融機関・銀行
338.7,経済 金融・銀行・信託 庶民金融 消費金融 消費者金融 クレジット
338.8,経済 金融・銀行・信託 信託業 信託銀行
338.9,経済 金融・銀行・信託 国際金融
339.1,経済 保険 保険理論 保険数学 アクチュアリー
339.2,経済 保険 保険業史・事情
339.3,経済 保険 保険政策・行政
339.4,経済 保険 生命保険
339.5,経済 保険 損害保険
339.6,経済 保険 火災保険
339.7,経済 保険 運送保険
339.8,経済 保険 海上保険
339.9,経済 保険 その他の損害保険
341.2,財政学説史 財政思想史
341.7,財政学・財政思想 収入論
342.1,財政史・事情 日本
342.2,財政史・事情 アジア・東洋
342.3,財政史・事情 ヨーロッパ
342.4,財政史・事情 アフリカ
342.5,財政史・事情 北アメリカ
342.6,財政史・事情 南アメリカ
342.7,財政史・事情 オセアニア・南極地方
343.2,財政法 会計法
343.7,財政政策・財務行政 経費 財政支出
343.8,財政政策・財務行政 会計検査
343.9,財政政策・財務行政 会計制度 官庁会計・簿記
344.1,財政 予算・決算 日本
344.2,財政 予算・決算 アジア・東洋
344.3,財政 予算・決算 ヨーロッパ
344.4,財政 予算・決算 アフリカ
344.5,財政 予算・決算 北アメリカ
344.6,財政 予算・決算 南アメリカ
344.7,財政 予算・決算 オセアニア・南極地方
345.1,財政 租税 租税政策・行政 税制改革
345.2,財政 租税 租税史・事情
345.3,財政 租税 収得税
345.4,財政 租税 収益税
345.5,財政 租税 財産税
345.6,財政 租税 流通税
345.7,財政 租税 間接税
347.1,財政 公債・国債 公債政策 公債計画
347.2,財政 公債・国債 公債史・事情
347.5,財政 公債・国債 公債管理 償還・減債基金
347.6,財政 公債・国債 大蔵省証券
347.7,財政 公債・国債 外国債
348.3,財政 専売・国有財産 国有財産
348.4,財政 専売・国有財産 専売事業
349.2,財政 地方財政 地方財政史・事情
349.3,財政 地方財政 地方財政政策・財務行政
349.4,財政 地方財政 地方経費 地方費 予算・決算
349.5,財政 地方財政 地方税 地方交付税
349.7,財政 地方財政 地方債
349.8,財政 地方財政 公有財産
349.9,財政 地方財政 都市財政問題
350.1,統計理論 統計学 製表
350.2,統計史・事情
350.9,統計 世界統計書
351.1,統計 日本 北海道地方
351.2,統計 日本 東北地方
351.3,統計 日本 関東地方
351.4,統計 日本 中部地方
351.5,統計 日本 東海地方
351.6,統計 日本 近畿地方
351.7,統計 日本 中国地方
351.8,統計 日本 四国地方
351.9,統計 日本 九州地方
352.1,統計 アジア 朝鮮
352.2,統計 アジア 中国
352.3,統計 アジア 東南アジア
352.4,統計 アジア インドネシア
352.5,統計 アジア インド
352.7,統計 アジア 西南アジア
352.9,統計 アジア アジアロシア
353.3,統計 ヨーロッパ イギリス
353.4,統計 ヨーロッパ ドイツ
353.5,統計 ヨーロッパ フランス
353.6,統計 ヨーロッパ スペイン
353.7,統計 ヨーロッパ イタリア
353.8,統計 ヨーロッパ ロシア
353.9,統計 ヨーロッパ バルカン諸国
355.1,統計 北アメリカ カナダ
355.3,統計 北アメリカ アメリカ合衆国
355.6,統計 北アメリカ メキシコ
355.9,統計 北アメリカ 西インド諸島
356.2,統計 南アメリカ ブラジル
356.3,統計 南アメリカ パラグアイ
356.4,統計 南アメリカ ウルグアイ
356.5,統計 南アメリカ アルゼンチン
356.6,統計 南アメリカ チリー
356.7,統計 南アメリカ ボリビア
356.8,統計 南アメリカ ペルー
357.1,統計 オセアニア・両極地方 オーストラリア
357.2,統計 オセアニア・両極地方 ニュージーランド
357.6,統計 オセアニア・両極地方 ハワイ
357.8,統計 オセアニア・両極地方 北極（地方）
357.9,統計 オセアニア・両極地方 南極（地方）
358.1,統計 人口統計・国勢調査 日本
358.2,統計 人口統計・国勢調査 アジア・東洋
358.3,統計 人口統計・国勢調査 ヨーロッパ
358.4,統計 人口統計・国勢調査 アフリカ
358.5,統計 人口統計・国勢調査 北アメリカ
358.6,統計 人口統計・国勢調査 南アメリカ
358.7,統計 人口統計・国勢調査 オセアニア・南極地方
361.1,社会哲学
361.2,社会学説史
361.3,社会関係 社会過程
361.4,社会心理学
361.5,社会学 文化 文化社会学
361.6,社会集団
361.7,社会学 地域社会
361.8,社会的成層
361.9,社会測定 社会調査 社会統計
362.1,社会史・社会体制 日本
362.2,社会史・社会体制 アジア・東洋
362.3,社会史・社会体制 ヨーロッパ
362.4,社会史・社会体制 アフリカ
362.5,社会史・社会体制 北アメリカ
362.6,社会史・社会体制 南アメリカ
362.7,社会史・社会体制 オセアニア・南極地方
364.1,社会政策
364.3,社会保険
364.4,社会保障 健康保険 国民健康保険
364.5,社会保障 労働者災害補償保険
364.6,社会保障 国民年金 厚生年金 共済年金
364.7,社会保障 失業保険 雇用保険
365.1,社会 生活・消費者問題 衣料問題
365.2,社会 生活・消費者問題 食糧問題
365.3,社会 生活・消費者問題 住宅問題
365.4,社会 生活・消費者問題 生計費 家計調査
365.5,社会 生活・消費者問題 生活実態調査 生活時間調査
365.6,社会 生活・消費者問題 生活改善 合理化 新生活運動
365.7,社会 生活・消費者問題 余暇
365.8,社会 生活・消費者問題 消費者運動
366.1,社会 労働経済・労働問題 労働政策・行政・法令
366.2,社会 労働経済・労働問題 労働力 雇用 労働市場
366.3,社会 労働経済・労働問題 労働条件 労働者の保護
366.4,社会 労働経済・労働問題 賃金
366.5,社会 労働経済・労働問題 労使関係 労使協調
366.6,社会 労働経済・労働問題 労働組合 労働運動
366.7,社会 労働経済・労働問題 労働者生活・教育 技能者養成
366.8,社会 労働経済・労働問題 各種の労働・労働者
366.9,社会 労働経済・労働問題 労働科学 産業心理学
367.1,社会 家族問題・男性・女性問題・老人問題 女性 女性論
367.2,社会 家族問題・男性・女性問題・老人問題 女性史・事情
367.3,社会 家族問題・男性・女性問題・老人問題 家 家族関係
367.4,社会 家族問題・男性・女性問題・老人問題 婚姻・離婚問題
367.5,社会 家族問題・男性・女性問題・老人問題 男性 男性論
367.6,社会 家族問題・男性・女性問題・老人問題 児童・青少年問題
367.7,社会 家族問題・男性・女性問題・老人問題 老人 老人問題
367.9,社会 家族問題・男性・女性問題・老人問題 性問題 性教育
368.2,社会病理 貧困 スラム どや街 浮浪者 ホームレス
368.3,社会病理 自殺 自殺防止
368.4,社会病理 人身売買 売買春 公私娼
368.5,社会病理 反社会集団
368.6,社会病理 犯罪 犯罪人 犯罪組織
368.61,社会病理 殺人 暗殺
368.62,社会病理 誘拐
368.63,社会病理 賭博[ギャンブル]
368.64,社会病理 性犯罪 わいせつ
368.65,社会病理 窃盗 強盗
368.66,社会病理 コンピュータ犯罪
368.7,社会病理 青少年犯罪
368.8,社会病理 中毒者
369.1,社会福祉 福祉政策・行財政・法令
369.2,社会福祉 公的扶助 生活保護 救貧制度
369.3,社会福祉 災害 災害救助
369.4,社会福祉 児童福祉
369.5,社会福祉 経済保護
369.7,社会福祉 地域福祉 セツルメント[隣保事業]
369.8,社会福祉 矯風事業
369.9,社会福祉 医療社会福祉 医療保護
370.8,教育 叢書 全集 選集
371.1,教育哲学
371.2,教育学史 教育思想史
371.3,教育社会学 教育と文化
371.4,教育心理学 教育的環境学
371.5,教育学・教育思想 各種の教育論・類型
371.6,教育学・教育思想 道徳教育 宗教教育 情操教育 公民教育
371.7,教育測定 教育評価
371.8,教育調査法 教育統計法
372.1,教育史・事情 日本
372.2,教育史・事情 アジア・東洋
372.3,教育史・事情 ヨーロッパ
372.4,教育史・事情 アフリカ
372.5,教育史・事情 北アメリカ
372.6,教育史・事情 南アメリカ
372.7,教育史・事情 オセアニア・南極地方
372.8,教育家
373.1,教育政策 教育制度 学校制度
373.2,教育行政 教育委員会 教育視察
373.4,教育財政 教育費 私学助成 奨学制度 育英会
373.7,教育政策・教育制度・教育行財政 教員の養成・資格 教員検定
